Mass->,Nd142Di,Nd143Di,Nd144Di,Nd146Di,Gd158Di,Dy164Di,Dy162Di,Dy163Di,Ho165Di,Er166Di,Er167Di,Er168Di,Er170Di,Tm169Di,Yb172Di,Yb173Di,Yb174Di,Yb176Di
13790,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0
13791,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1
13792,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0
13793,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0
13794,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0
13795,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0
13796,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1
13797,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1
13798,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1
13799,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1
13800,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0
13801,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0
13802,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0
13803,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0
13804,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0
13805,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0
13806,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1
13807,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1
13808,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1
13809,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1
13810,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0
13811,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0
13812,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0
13813,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0
13814,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0
13815,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0
13816,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1
13817,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1
13818,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1
13819,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1
13820,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1
13821,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1
13822,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0
13823,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0
13824,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0
13825,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0
13826,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1
13827,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1
13828,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1
13829,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1
13830,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0
13831,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0
13832,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0
13833,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0
13834,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0
13835,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0
13836,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1
13837,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1
13838,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1
13839,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1
13840,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1
13841,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1
13842,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0
13843,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0
13844,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0
13845,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
13846,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1
13847,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1
13848,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1
13849,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1
13850,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1
13851,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1
13852,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0
13853,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0
13854,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0
13855,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0
13856,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1
13857,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1
13858,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1
13859,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1
13860,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0
13861,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0
13862,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1
13863,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0
13864,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0
13865,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0
13866,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0
13867,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1
13868,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0
13869,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0
13870,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0
13871,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0
13872,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1
13873,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1
13874,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1
13875,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1
13876,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0
13877,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0
13878,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0
13879,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0
13880,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0
13881,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0
13882,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1
13883,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0
13884,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0
13885,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0
13886,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
13887,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1
13888,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
13889,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1
13890,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1
13891,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0
13892,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0
13893,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0
13894,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0
13895,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0
13896,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0
13897,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1
13898,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1
13899,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1
13900,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1
13901,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0
13902,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0
13903,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0
13904,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0
13905,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0
13906,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
13907,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1
13908,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1
13909,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
13910,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1
13911,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1
13912,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1
13913,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0
13914,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0
13915,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0
13916,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0
13917,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1
13918,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0
13919,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0
13920,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0
13921,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0
13922,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1
13923,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1
13924,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1
13925,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1
13926,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0
13927,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0
13928,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0
13929,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0
13930,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
13931,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0
13932,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1
13933,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1
13934,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1
13935,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1
13936,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0
13937,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0
13938,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0
13939,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0
13940,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0
13941,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0
13942,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1
13943,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1
13944,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1
13945,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1
13946,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1
13947,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1
13948,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0
13949,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0
13950,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0
13951,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0
13952,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1
13953,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1
13954,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1
13955,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1
13956,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0
13957,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0
13958,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0
13959,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0
13960,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0
13961,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0
13962,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1
13963,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1
13964,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1
13965,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1
13966,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1
13967,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1
13968,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0
13969,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0
13970,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0
13971,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0
13972,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1
13973,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1
13974,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1
13975,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1
13976,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1
13977,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
13978,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0
13979,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0
13980,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
13981,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0
13982,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1
13983,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1
13984,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1
13985,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1
13986,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0
13987,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0
13988,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1
13989,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0
13990,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0
13991,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0
13992,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0
13993,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1
13994,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0
13995,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0
13996,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0
13997,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0
13998,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1
13999,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1
14000,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1
14001,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1
14002,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0
14003,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0
14004,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0
14005,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0
14006,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
14007,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0
14008,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1
14009,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0
14010,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0
14011,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0
14012,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0
14013,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1
14014,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1
14015,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1
14016,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1
14017,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0
14018,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0
14019,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0
14020,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0
14021,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0
14022,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0
14023,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1
14024,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1
14025,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1
14026,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1
14027,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0
14028,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0
14029,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0
14030,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0
14031,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0
14032,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0
14033,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1
14034,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1
14035,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
14036,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1
14037,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1
14038,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1
14039,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0
14040,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0
14041,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0
14042,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0
14043,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1
14044,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0
14045,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0
14046,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0
14047,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0
14048,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1
14049,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1
14050,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1
14051,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1
14052,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0
14053,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0
14054,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0
14055,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
14056,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0
14057,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0
14058,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1
14059,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1
14060,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
14061,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1
14062,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0
14063,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0
14064,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0
14065,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0
14066,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0
14067,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0
14068,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1
14069,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1
14070,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1
14071,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
14072,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1
14073,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1
14074,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0
14075,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0
14076,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0
14077,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0
14078,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1
14079,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1
14080,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1
14081,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1
14082,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0
14083,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0
14084,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0
14085,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0
14086,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0
14087,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0
14088,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1
14089,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1
14090,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
14091,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1
14092,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1
14093,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1
14094,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0
14095,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0
14096,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
14097,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0
14098,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1
14099,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1
14100,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1
14101,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1
14102,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1
14103,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1
14104,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0
14105,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0
14106,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0
14107,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0
14108,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1
14109,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1
14110,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1
14111,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1
14112,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0
14113,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0
14114,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1
14115,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0
14116,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0
14117,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0
14118,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0
14119,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1
14120,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0
14121,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0
14122,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0
14123,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0
14124,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1
14125,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1
14126,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1
14127,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1
14128,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0
14129,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0
14130,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0
14131,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0
14132,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
14133,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0
14134,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1
14135,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0
14136,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0
14137,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0
14138,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0
14139,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1
14140,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1
14141,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1
14142,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1
14143,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0
14144,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0
